id,sbem_building_type_id,sbem_activity_id,activity_name,activity_type,activity_class,activity_description,br_light_check,light_lux,display_lighting,br_check_one,hepa_filter,hepa_enabled,valley_gutter,occupancy,hot_water_demand,fresh_air_rate,occ_24,occ_01,occ_02,occ_03,occ_04,occ_05,occ_06,occ_07,occ_08,occ_09,occ_10,occ_11,occ_12,occ_13,occ_14,occ_15,occ_16,occ_17,occ_18,occ_19,occ_20,occ_21,occ_22,occ_23,heat_set_point,work_plane,old_name,old_id,cool_set_point,metabolic_rate,equipment_gains
855,28,1015,Changing facilities with showers,C1_Changing,Toilets,"An area used for changing, containing showers. This activity should be assigned to the shower area and all associated changing areas. ",FALSE,100,FALSE,FALSE,FALSE,TRUE,FALSE,0.12,120,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
856,28,1016,Circulation area (corridors and stairways),C1_Circulation,Indoor,For all circulation areas such as corridors and stairways.,FALSE,100,FALSE,FALSE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3,20,,,,24,130,25
867,28,1026,Store Room,C1_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
834,29,1030,Eating/drinking area,A345_EatDrink,Indoor,Areas where food or drink are consumed. This could include open corridors or stairs providing access to the main eating/drinking spaces.,FALSE,150,TRUE,FALSE,FALSE,TRUE,FALSE,0.2,5.69,10,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.5,1,1,0.5,0.25,0.25,0.25,0.5,1,1,1,0.5,0,20,,,,24,130,25
835,29,1031,Food preparation area,A345_FoodPrep,Indoor,An area where food is prepared.,FALSE,500,FALSE,FALSE,FALSE,TRUE,FALSE,0.11,0.33,25,0,0,0,0,0,0,0.25,0.75,1,1,1,1,1,1,0.75,0.25,0.25,0.75,1,1,1,1,0.75,0.25,20,,,,24,130,25
839,29,1032,Store Room,A345_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.12,0,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
821,27,1068,Food preparation area,A1A2_FoodPrep,Indoor,An area where food is prepared.,FALSE,500,FALSE,FALSE,FALSE,TRUE,FALSE,0.11,0.33,25,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0.75,1,0.75,0,0,0,0,0,0,0,0,20,,,,24,130,25
820,27,1069,Eating/drinking area,A1A2_EatDrink,Indoor,An area specifically designed for eating and drinking.,FALSE,150,TRUE,FALSE,FALSE,TRUE,FALSE,0.33,6,10,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.75,0,0,0,0,0,0,0,0,0,20,,,,24,130,25
824,27,1070,Light plant room,A1A2_Plant,Indoor,Areas containing the main HVAC equipment for the building eg: boilers/air conditioning plant.,FALSE,200,FALSE,TRUE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,20,,,,24,130,25
830,27,1073,Small Shop Unit Sales area - electrical,A1A2_SalesElectric,Warehouse,Sales areas  in Small Shop Units designed to accommodate considerable electrical equipment loads such as lighting sales areas and IT/TV/Hi-fi sales areas.,FALSE,600,TRUE,FALSE,FALSE,TRUE,FALSE,0.12,0.08,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
831,27,1074,Store Room,A1A2_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,0,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
832,27,1077,Toilet,A1A2_Toilet,Toilets,Any toilet areas.,FALSE,200,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,0,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
979,32,1081,Domestic Dining room,Dwell_DomDining,Indoor,An area which is primarily used for eating meals.,FALSE,150,FALSE,FALSE,FALSE,TRUE,FALSE,0.02,1.05,10,0,0,0,0,0,0,0.25,1,1,0.25,0,0,0,0,0,0,0,0,0.5,1,1,0.3,0,0,20,,,,24,130,25
1019,33,1087,Store Room,Hosp_Store,Indoor,"Areas for un-chilled storage with low transient occupancy, e.g. ward storage, disposal store, cleaners room, patient clothing.",FALSE,150,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,0,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20,,,,24,130,25
1014,33,1105,Operating theatre,Hosp_OpTheatre,Indoor,"For the operating theatre suite, including anaesthetic, scrub & preparation rooms.",FALSE,1000,FALSE,FALSE,TRUE,TRUE,FALSE,0.13,1.26,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
989,35,1132,Eating/drinking area,EmgcySvc_EatDrink,Indoor,An area specifically designed for eating and drinking.,FALSE,150,FALSE,FALSE,FALSE,TRUE,FALSE,0.41,24.67,10,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.5,1,1,0.5,0.25,0.25,0.25,0.5,1,1,1,0.5,0,20,,,,24,130,25
924,40,1177,Store Room,Court_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.12,0,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
917,40,1178,Circulation area (corridors and stairways),Court_Circulation,Indoor,For all circulation areas such as corridors and stairways.,FALSE,100,FALSE,FALSE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,0.25,0.5,1,1,1,0.75,0.75,1,1,1,0.5,0.25,0,0,0,0,0,20,,,,24,130,25
841,26,1296,Car Park,B1_CarPark,Outdoor,Area designated for parking cars (enclosed or underground),FALSE,100,FALSE,FALSE,FALSE,FALSE,FALSE,0.01,0,10,0,0,0,0,0,0,0.25,1,1,0,0,0.25,1,1,0.25,0,0.25,1,1,0.25,0.25,0,0,0,20,,,,24,130,25
816,27,1305,Dept Store Sales area - general,A1A2_DepStoreSales,Warehouse,All Sales areas in Department Stores which do not have a large concentration of fridges/freezers or electrical appliances.,FALSE,600,TRUE,FALSE,FALSE,TRUE,FALSE,0.12,0.08,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
817,27,1306,Dept Store Sales area - chilled,A1A2_DepStoreSalesChill,Warehouse,A sales area  in Department Stores designed to accommodate a considerable quantity of fridges/freezers such as a supermarket or food hall.,FALSE,600,TRUE,FALSE,FALSE,TRUE,FALSE,0.12,0.08,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
825,27,1308,Retail Warehouse Sales area - general,A1A2_RetWareSales,Warehouse,All Sales areas in Retail Warehouses which do not have a large concentration of fridges/freezers or electrical appliances.,FALSE,600,TRUE,FALSE,FALSE,TRUE,FALSE,0.12,0.08,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
813,36,1315,24x7 Reception,24x7_Reception,Indoor,An area often containing a reception desk and reception staff with transient occupancy. It also includes patient waiting area.,FALSE,500,TRUE,FALSE,FALSE,TRUE,FALSE,0.15,0.08,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,24,130,25
1008,33,1102,Hydrotherapy pool hall,Hosp_Hydrotherapy,Indoor,The area in which the hydrotherapy pool is contained.,FALSE,300,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,20,,,,24,130,25
1001,33,1106,Changing facilities with showers,Hosp_Changing,Toilets,"An area used for staff changing, containing showers. This activity should be assigned to the shower area and all associated changing areas. For areas which can be used to for changing but which do not contain showers, such as a cloak room/locker room, use",FALSE,100,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,1.32,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
965,38,1163,Dry sports hall,DayCtr_DrySptHall,Warehouse,An area where indoor sports can be played.,FALSE,300,FALSE,FALSE,FALSE,TRUE,FALSE,0.05,0,10,0,0,0,0,0,0,0,0,0,0.75,1,1,0.75,0.75,1,1,1,0.75,0,0,0,0,0,0,20,,,,24,130,25
967,38,1164,Food preparation area,DayCtr_FoodPrep,Indoor,An area where food is prepared for residents and staff.,FALSE,500,FALSE,FALSE,FALSE,TRUE,FALSE,0.14,0.66,25,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.75,0,0,0,0,0,0,0,0,0,20,,,,24,130,25
919,40,1181,Food preparation area,Court_FoodPrep,Indoor,An area where food is prepared.,FALSE,500,FALSE,FALSE,FALSE,TRUE,FALSE,0.18,0.33,25,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.75,0,0,0,0,0,0,0,0,0,20,,,,24,130,25
918,40,1183,Eating/drinking area,Court_EatDrink,Indoor,An area specifically designed for eating and drinking.,FALSE,150,FALSE,FALSE,FALSE,TRUE,FALSE,0.26,8,10,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.75,0,0,0,0,0,0,0,0,0,20,,,,24,130,25
853,28,1288,Bathroom,C1_Bath,Toilets,Bathrooms outside the bedrooms.,FALSE,150,FALSE,FALSE,FALSE,TRUE,FALSE,0.26,0,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,20,,,,24,130,25
998,33,1109,Bathroom,Hosp_Bath,Toilets,Contains a bath and/or shower and usually a basin and toilet. Also to be used for bathrooms for staff and relatives accommodation.,FALSE,125,FALSE,FALSE,FALSE,TRUE,FALSE,0.23,0,12,0,0,0,0,0,0,0.25,1,1,0.25,0,0,0,0,0,0,0,0,0.5,1,1,0.3,0,0,20,,,,24,130,25
1021,33,1110,Generic Ward,Hosp_Wards,Indoor,"For all areas containing beds which accommodate either single or multiple patients. It includes toilets, ward storage, staff accomodation, day patient accomodation and intensive care units.",FALSE,150,FALSE,FALSE,FALSE,TRUE,FALSE,0.18,3.47,17.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,24,130,25
1079,34,1113,Light plant room,Terminal_Plant,Indoor,Areas containing the main HVAC equipment for the building eg: boilers/air conditioning plant.,FALSE,200,FALSE,TRUE,FALSE,TRUE,TRUE,0.11,0,10,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,20,,,,24,130,25
995,35,1125,Store Room,EmgcySvc_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.12,0,10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.1,20,,,,24,130,25
996,35,1127,Toilet,EmgcySvc_Toilet,Toilets,Any toilet areas. If toilets are subsidiary to changing/shower activities use Changing facilities with showers,FALSE,200,FALSE,FALSE,FALSE,TRUE,FALSE,0.12,0,12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,20,,,,24,130,25
994,35,1128,Reception,EmgcySvc_Reception,Indoor,The area in a building which is used for entry from the outside or other building storeys.,FALSE,200,TRUE,FALSE,FALSE,TRUE,FALSE,0.12,0.03,10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1,1,1,0.75,0.75,1,1,1,0.5,0.25,0.25,0.25,0.25,0.25,0.25,20,,,,24,130,25
988,35,1131,Dry sports hall,EmgcySvc_DrySptHall,Warehouse,An area where indoor sports can be played.,FALSE,300,FALSE,FALSE,FALSE,TRUE,FALSE,0.05,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
993,35,1133,Light plant room,EmgcySvc_Plant,Indoor,Areas containing the main HVAC equipment for the building eg: boilers/air conditioning plant.,FALSE,200,FALSE,TRUE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,20,,,,24,130,25
972,38,1159,Store Room,DayCtr_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,20,,,,24,130,25
949,41,1191,Fitness Studio,D2_FitStud,Warehouse,"An area used for excersizing/dance, usually with high person density but with no machines. ",FALSE,150,FALSE,FALSE,FALSE,TRUE,TRUE,0.13,0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
978,32,1086,Common circulation areas,Dwell_DomCommonAreas,Indoor,For all common circulation areas such as corridors and stairways outside the dwelling.,FALSE,100,FALSE,FALSE,FALSE,TRUE,FALSE,0.02,0,10,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,0.75,0.25,20,,,,24,130,25
1080,34,1114,Reception,Terminal_Reception,Indoor,The area in a building which is used for entry from the outside or other building storeys.,FALSE,200,TRUE,FALSE,FALSE,TRUE,TRUE,0.12,0.06,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
1077,34,1121,Food preparation area,Terminal_FoodPrep,Indoor,"Areas where food or drinks are prepared for the staff, e.g. cantine kitchen.",FALSE,500,FALSE,FALSE,FALSE,TRUE,TRUE,0.12,0.43,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
985,35,1134,Cell (police/prison),EmgcySvc_Cell,Indoor,A room which accommodates one or more prisoners.,FALSE,100,FALSE,FALSE,FALSE,TRUE,FALSE,0.22,0,10,1,1,1,1,1,1,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,20,,,,24,130,25
984,35,1135,Bedroom,EmgcySvc_Bed,Indoor,Bedroom,FALSE,80,FALSE,FALSE,FALSE,TRUE,FALSE,0.09,6.67,10,1,1,1,1,1,1,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,20,,,,24,130,25
1048,36,1145,Data Centre,Misc24Hr_DataCentre,Indoor,"For data centres such as a web hosting facilities, with 24hr high internal gains from equipment and transient occupancy. ",FALSE,500,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,0,10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,20,,,,24,130,25
1042,37,1147,Store Room,LibMusGall_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,TRUE,0.12,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,20,,,,24,130,25
1041,37,1150,Reception,LibMusGall_Reception,Indoor,The area in a building which is used for entry from the outside or other building storeys.,FALSE,200,TRUE,FALSE,FALSE,TRUE,TRUE,0.09,0.03,10,0,0,0,0,0,0,0,0.25,0.5,1,1,1,0.75,0.75,1,1,1,0.5,0.25,0,0,0,0,0,20,,,,24,130,25
1036,37,1151,Food preparation area,LibMusGall_FoodPrep,Indoor,"An area where food is prepared, e.g. kitchen",FALSE,500,FALSE,FALSE,FALSE,TRUE,TRUE,0.18,0.66,25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,1,1,0.75,0.5,0.25,0.25,0,0,0,0,0,0,20,,,,24,130,25
1037,37,1153,Laboratory,LibMusGall_Lab,Indoor,"A facility that provides controlled conditions in which scientific research, experiments, and measurement may be performed.",FALSE,800,FALSE,TRUE,FALSE,TRUE,TRUE,0.1,0.33,12,0,0,0,0,0,0,0,0.25,0.5,1,1,1,0.75,0.75,1,1,1,0.5,0.25,0,0,0,0,0,20,,,,24,130,25
1035,37,1154,Eating/drinking area,LibMusGall_EatDrink,Indoor,Seated areas where food or drink are consumed.,FALSE,150,FALSE,FALSE,FALSE,TRUE,TRUE,0.32,9.82,10,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,1,1,0.75,0.5,0.25,0.25,0,0,0,0,0,0,20,,,,24,130,25
1044,37,1156,Workshop - small scale,LibMusGall_WkshpSS,Warehouse,An area for sedentary-light practical work. Often containing some machinery.,FALSE,500,FALSE,TRUE,FALSE,TRUE,TRUE,0.06,0.2,10,0,0,0,0,0,0,0,0.25,0.5,1,1,1,0.75,0.75,1,1,1,0.5,0.25,0,0,0,0,0,20,,,,24,130,25
974,38,1168,Workshop - small scale,DayCtr_WkshpSS,Warehouse,An area for sedentary-light practical work. Often containing some machinery.,FALSE,500,FALSE,TRUE,FALSE,TRUE,FALSE,0.06,0.84,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
1072,39,1171,Store Room,PrmHlthCare_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.12,0,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
1073,39,1173,Toilet,PrmHlthCare_Toilet,Toilets,Any toilet areas.,FALSE,200,FALSE,FALSE,FALSE,TRUE,FALSE,0.12,0,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
960,41,1204,Swimming pool,D2_Swim,Warehouse,The area in which a swimming pool is contained. This activity should be used for the whole pool hall.,FALSE,300,FALSE,FALSE,FALSE,TRUE,TRUE,0.16,0,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
937,42,1218,Store Room,D1_Edu_Store,Indoor,Areas for un-chilled goods storage with low transient occupancy.,FALSE,50,FALSE,TRUE,FALSE,TRUE,FALSE,0.12,0,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,,,,24,130,25
845,26,1008,Food preparation area,B1_FoodPrep,Indoor,"Areas where food or drinks are prepared for staff and visitors, e.g. kitchen in canteen or office restaurant.",FALSE,500,FALSE,FALSE,FALSE,TRUE,FALSE,0.11,0.19,25,0,0,0,0,0,0,0.25,0.75,1,1,1,1,1,1,0.75,0.25,0.25,0,0,0,0,0,0,0,20,,,,24,130,25
858,28,1018,Eating/drinking area,C1_EatDrink,Indoor,"Areas where food or drink are consumed, e.g. restaurant.",FALSE,150,TRUE,FALSE,FALSE,TRUE,FALSE,0.19,8,10,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.5,1,1,0.5,0.25,0.25,0.25,0.5,1,1,1,0.5,0,20,,,,24,130,25
868,28,1024,Swimming pool,C1_Swim,Warehouse,The area in which a swimming pool is contained. This activity should be used for the whole pool hall.,FALSE,300,FALSE,FALSE,FALSE,TRUE,FALSE,0.14,0,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
857,28,1025,Dry sports hall,C1_DrySptHall,Warehouse,An area where indoor sports can be played.,FALSE,300,FALSE,FALSE,FALSE,TRUE,FALSE,0.04,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
1022,30,1039,Circulation area (corridors and stairways),Indust_Circulation,Indoor,For all circulation areas such as corridors and stairways.,FALSE,100,FALSE,FALSE,FALSE,TRUE,TRUE,0.12,0,10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
1023,30,1040,Eating/drinking area,Indust_EatDrink,Indoor,"Areas where food or drink are consumed by staff and visitors, e.g. canteen or office restaurant sitting areas.",FALSE,150,FALSE,FALSE,FALSE,TRUE,TRUE,0.18,8,10,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.75,0,0,0,0,0,0,0,0,0,20,,,,24,130,25
1025,30,1042,Industrial process area,Indust_IndProcess,Indoor,"An area for industrial process work, usually involving large machinery or equipment.",TRUE,300,FALSE,TRUE,FALSE,TRUE,TRUE,0.05,0.2,10,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
1031,30,1049,Toilet,Indust_Toilet,Toilets,Any toilet areas. If toilets are subsidiary to changing/shower activities refer to Changing facilities with showers in Building Type B1.,FALSE,200,FALSE,FALSE,FALSE,TRUE,TRUE,0.12,0,12,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
1053,43,1230,Changing facilities with showers,Prison_Changing,Indoor,"An area used for changing, containing showers. This activity should be assigned to the shower area and all associated changing areas.",FALSE,100,FALSE,FALSE,FALSE,TRUE,TRUE,0.13,120,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,20,,,,24,130,25
903,45,1284,Office and consulting areas,C2_Uni_Office,Indoor,"Areas to perform management, office and administration work separated from standard customer/public areas. It can include internal corridors providing access to the office spaces, tea making facilities or kitchennetes within the office space and staff lou",FALSE,400,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,0.22,10,0,0,0,0,0,0,0,0.1,0.25,0.75,1,1,0.5,0.5,1,1,0.5,0.5,0,0,0,0,0,0,20,,,,24,130,25
1049,36,1302,Heavy Plant Room,Misc24Hr_HeavyPlant,Warehouse,For heavy plant rooms with 24hr low-medium internal gains from equipment and transient occupancy.,FALSE,100,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,0,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,20,,,,24,130,25
1046,36,1311,24x7 Generic Office Area,Misc_24x7Office,Indoor,"Areas to perform 24 x7 hrs office  work including offices and meeting rooms. It can include internal corridors providing access to the office spaces, tea making facilities or kitchennetes within the office space, areas for photocopiers and fax machines an",FALSE,400,FALSE,TRUE,FALSE,TRUE,TRUE,0.1,0.38,10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,1,1,1,1,1,1,1,1,1,1,0.75,0.5,0.5,0.5,0.5,0.5,20,,,,24,130,25
1045,36,1312,24x7 Circulation area (corridors and stairways),Misc_24x7Circulation,Indoor,For all 24x7 hrs circulation areas such as corridors and stairways.,FALSE,100,FALSE,FALSE,FALSE,TRUE,TRUE,0.09,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,24,130,25
1047,36,1313,24x7 Toilet,Misc_24x7Toilet,Toilets,Any toilet areas. If toilets are subsidiary to changing/shower activities refer to Changing facilities with showers.,FALSE,200,FALSE,FALSE,FALSE,TRUE,TRUE,0.1,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,24,130,25
1000,33,1316,24x7 Bedroom Unit,Hosp_Bed_24x7,Indoor,En suite bedrooms for patients with 24 hrs occupancy.,FALSE,125,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,21.94,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,24,130,25
861,28,1017,Food preparation area,C1_FoodPrep,Indoor,"Areas where food or drinks are prepared, e.g. restaurant kitchen.",FALSE,500,FALSE,FALSE,FALSE,TRUE,FALSE,0.11,0.33,25,0,0,0,0,0,0,0.25,0.75,1,1,1,1,1,1,0.75,0.25,0.25,0.75,1,1,1,1,0.75,0.25,20,,,,24,130,25
860,28,1019,Fitness suite/gym,C1_FitGym,Indoor,An area used for excercise containing machines.,FALSE,150,FALSE,FALSE,FALSE,TRUE,FALSE,0.14,0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,20,,,,24,130,25
865,28,1021,Light plant room,C1_Plant,Indoor,Areas containing the main HVAC equipment for the building eg: boilers/air conditioning plant.,FALSE,200,FALSE,TRUE,FALSE,TRUE,FALSE,0.11,0,10,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,20,,,,24,130,25
866,28,1022,Reception,C1_Reception,Indoor,The area in a building which is used for entry from the outside or other internal reception areas.,FALSE,200,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,0.03,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3,20,,,,24,130,25
